연번,회사명,대표자명,업종,지역,확인서기간만료일
2319,이에스콘트롤스,"김영준,조제근",기타,서울,2024-11-22
2320,코리아엘텍,송준호,기계금속,경남,2024-11-22
2321,창신기계제작소,김유학,기계금속,인천,2024-11-22
2322,대영유비텍,"조근환, 김경탁",정보통신,서울,2024-11-22
2323, 대덕바이오,성창근,바이오,충남,2024-11-22
2324,테크원코리아,황해청,전기전자,충북,2024-11-23
2325,미조흠,문만호,기타,인천,2024-11-23
2326,연산글로벌,최승재,기계금속,전북,2024-11-23
2327, 도이프,윤성욱,기계금속,전남,2024-11-23
2328, 서울소프트,노병진,S/W,충북,2024-11-23
2329,이엘사이언스,이정애,기타,강원,2024-11-23
2330,디어캣,김원도,기타,인천,2024-11-23
2331,제이엠몰드,이재형,기계금속,경기,2024-11-23
2332,탑시스템,강태욱,기계금속,경기,2024-11-23
2333,태하,이현수,건설,강원,2024-11-23
2334, 지원테크,지명근,전기전자,경기,2024-11-23
2335,토마스케이블,성호준,전기전자,충북,2024-11-23
2336,올하우,신동만,S/W,서울,2024-11-23
2337,한국프라임,이혜옥외 1명,기타,경기,2024-11-23
2338,대한정공,오경상,기계금속,경북,2024-11-23
2339,삼진푸드,신용운,식품,충북,2024-11-23
2340,영신에프앤에스,박순화,기타,경북,2024-11-23
2341,세양전자,조승열,전기전자,경기,2024-11-23
2342, 메티스,박기현,전기전자,충남,2024-11-23
2343, 유텍,황인협,S/W,대전,2024-11-23
2344,광덕아이앤디,김민섭,기타,경북,2024-11-24
2345,명성씨.엠.아이,"송재욱,윤금수",기타,경기,2024-11-24
2346,빛나시스템창호,곽재문,기계금속,경기,2024-11-24
2347,선우인더스트리,김현우,기계금속,경기,2024-11-24
2348,신대원,윤석규,식품,경북,2024-11-24
2349,아티슨앤오션,"김정일, 조영철(각자대표)",정보통신,경기,2024-11-24
2350,애드그린,정성효,기타,대구,2024-11-24
2351,엘디전자,심석광,전기전자,경북,2024-11-24
2352,우강엔텍,정지호,기계금속,경기,2024-11-24
2353,유비엔,안은기,S/W,대구,2024-11-24
2354,창희씨앤에스,최문식,건설,경기,2024-11-24
2355,하이맥스이엔지,정민선,전기전자,경북,2024-11-24
2356,한국표준거래소,배광수,기타,서울,2024-11-24
2357,대명하이테크,박종빈,건설,경기,2024-11-24
2358,대양엔바이오,김황래,환경,서울,2024-11-24
2359,동양알코아,윤석구,기계금속,경기,2024-11-24
2360,두산하이텍,송달숙,기계금속,경기,2024-11-24
2361,레일텍스,이동준,섬유,대구,2024-11-24
2362,솔닥 ,"김민승, 이호익",정보통신,서울,2024-11-24
2363,송마디엠씨 ,허정석,기계금속,대구,2024-11-24
2364,신화엔지니어링,심광우,기계금속,대구,2024-11-24
2365,엔티피 ,"여환균, 김동우",기계금속,경북,2024-11-24
2366, 민현,배숭우,기계금속,경기,2024-11-24
2367, 서우일렉트,류근원,전기전자,경기,2024-11-24
2368, 세연,안병욱,환경,경북,2024-11-24
2369, 쎌텍,김영직,전기전자,경기,2024-11-24
2370, 엘퍼스,"구광남, 신강민(각자대표)",기타,경기,2024-11-24
2371, 제이티와이이엔지,임진호,전기전자,경기,2024-11-24
2372, 쥐엠피홀딩스,최민국,화학,경기,2024-11-24
2373,건일산업,전종원,섬유,경북,2024-11-24
2374,로우클래식,이명신,섬유,서울,2024-11-24
2375,루텍,한정수,S/W,서울,2024-11-24
2376,메디바이스,박철우,바이오,경북,2024-11-24
2377,메타씨앤아이,정민철,전기전자,서울,2024-11-24
2378,어반시티,이상수,기타,서울,2024-11-24
2379,티와이씨,조영걸,기타,경북,2024-11-24
2380,해올정보기술,이영무,S/W,서울,2024-11-24
2381,케이에스랩 ,김근식,화학,전남,2024-11-24
2382,클래비스,신동수,화학,경북,2024-11-24
2383,트랜드 ,김동호,기계금속,경기,2024-11-24
2384,피디엠테크,서정진,S/W,대구,2024-11-24
2385,KI테크,조근현,기타,대구,2024-11-24
2386,장수커뮤니케이션즈,김현수,정보통신,서울,2024-11-24
2387,태서식품,성재기,식품,강원,2024-11-24
2388,덕천,"정수원,정희범",기타,울산,2024-11-24
2389,반도이앤씨,박재숙,건설,경기,2024-11-24
2390,석암세라믹,박광수,기타,인천,2024-11-24
2391,대명,심왕섭,기타,경북,2024-11-24
2392,성지알펙스,이상준,기타,서울,2024-11-25
2393,싸이젠텍,박용재,전기전자,서울,2024-11-25
2394,나인바이오팜 ,김재환,바이오,경기,2024-11-25
2395,영일랩스,정덕연,기타,대구,2024-11-25
2396,제룡산업,박종태,기타,서울,2024-11-25
2397, 스타토건,백성진,건설,강원,2024-11-25
2398,거안,이종원,기타,부산,2024-11-25
2399, 미봉하이텍,최경채,전기전자,광주,2024-11-25
2400, 화인플라테크,이동기,전기전자,인천,2024-11-25
2401, 한성이에스,하성화,전기전자,광주,2024-11-25
2402,동서기연,김동엽,기계금속,부산,2024-11-25
2403,무진,우재홍,화학,경남,2024-11-25
2404,바이오데이즈,김영재,기계금속,경기,2024-11-25
2405,나우티앤에스,김영규,S/W,서울,2024-11-26
2406,엔비지,문두성,기계금속,경남,2024-11-26
2407,제인소프트,김광기,S/W,경기,2024-11-26
2408,헬스허브,김기풍,S/W,서울,2024-11-26
2409,에스엠파워텍,김응균,전기전자,경기,2024-11-26
2410,씨엠비네트웍스,류영이,화학,경남,2024-11-26
2411,영진,이진희,기계금속,경남,2024-11-26
2412,인라이플,"한경훈,이근옥",S/W,서울,2024-11-26
2413,제이에스케이,정성규,기계금속,경남,2024-11-26
2414,엔티지코리아,박재홍,화학,경남,2024-11-26
2415,데베트론코리아,박찬영,기타,경기,2024-11-26
2416,리눅스데이타시스템,정정모,S/W,경기,2024-11-26
2417,코스텍,김우진,서비스,경기,2024-11-26
2418,주원테크,윤정기,화학,부산,2024-11-26
2419,예기산업,김무성,기계금속,인천,2024-11-26
2420, 신화엘아이디,박광수,기계금속,전남,2024-11-27
2421, 엠티에스,안명길,기계금속,전남,2024-11-27
2422,휴레이포지티브,최두아,서비스,서울,2024-11-27
2423,아이이씨코리아,하재현,서비스,경기,2024-11-27
2424,가이던스,임정선,기타,경기,2024-11-27
2425,광명테크,이미경,전기전자,대구,2024-11-27
2426,그린텍시스템,정인,전기전자,경기,2024-11-27
2427,네비웍스,원준희,S/W,경기,2024-11-27
2428,대경엔지니어링,박용수,기계금속,경기,2024-11-27
2429,대신서키트,김낙우,전기전자,경기,2024-11-27
2430,대원프리시전,안혁,기계금속,충북,2024-11-27
2431,동남엘리베이터,이민규,기계금속,부산,2024-11-27
2432,동성식품,이용택,식품,경기,2024-11-27
2433,동하기업,김기동,전기전자,경기,2024-11-27
2434,두손씨에스티,최수경,정보통신,서울,2024-11-27
2435,디에스케이,"김태구, 김종원(각자대표)",기타,경기,2024-11-27
2436,로드씰,문의성,화학,전북,2024-11-27
2437,명성기업,이은재,기계금속,경기,2024-11-27
2438,삼동산업,정현우,화학,충남,2024-11-27
2439,삼양세라텍,주경,기계금속,인천,2024-11-27
2440,설텍,설창우,전기전자,대구,2024-11-27
2441,세림지엠티,임조홍,기계금속,경기,2024-11-27
2442,신아전자,이재덕,전기전자,경기,2024-11-27
2443,신우피앤씨,김종호,섬유,경북,2024-11-27
2444,아이피씨,"신정열, 신정원",화학,경기,2024-11-27
2445,알파신소재,김동효,기계금속,경북,2024-11-27
2446,에스엠메탈,박대산,전기전자,경북,2024-11-27
2447,에이.비.아이,김우현,바이오,전북,2024-11-27
2448,에취켓,장규진,환경,경기,2024-11-27
2449,엘케이정밀,홍성신,기계금속,경기,2024-11-27
2450,오에이전자,차인범,정보통신,광주,2024-11-27
2451,오이솔루션,박용관,전기전자,광주,2024-11-27
2452,유니원커뮤니케이션즈,조현일,서비스,서울,2024-11-27
2453,이노피아테크,"장만호, 한석근",S/W,경기,2024-11-27
2454,제노시스,이하덕,기타,인천,2024-11-27
2455,진광화학,이재광,섬유,경북,2024-11-27
2456,충주산업,강성덕,기타,충북,2024-11-27
2457,컨피테크,황보창환,정보통신,서울,2024-11-27
2458,케이디티,권영복,전기전자,강원,2024-11-27
2459,케이디파인켐,박현진,화학,부산,2024-11-27
2460,태진,안태균,기계금속,강원,2024-11-27
2461,티아이티이엔지,김주연,기타,서울,2024-11-27
2462,티에스에어테크,김동옥,기계금속,서울,2024-11-27
2463,티와이플라텍,조준형,기계금속,대구,2024-11-27
2464,파워인덕션,지완근,전기전자,인천,2024-11-27
2465,평강비아이엠,최길호,기계금속,전북,2024-11-27
2466,하나엔텍,"이성복, 김윤태",전기전자,경기,2024-11-27
2467,한길산업,송영한,건설,전남,2024-11-27
2468,한울인텍스,조은미,전기전자,경기,2024-11-27
2469,화인코왁,정운규,기계금속,경기,2024-11-27
2470,광림컴팩,김대식,기계금속,인천,2024-11-27
2471,구일정밀,이해석,기계금속,대구,2024-11-27
2472,대남중자,이영철,기타,대구,2024-11-27
2473,대신금속,박준모,기계금속,경남,2024-11-27
2474,동림산업,"이헌구, 김귀팔",기계금속,경기,2024-11-27
2475,동성정공,이창헌,기계금속,경북,2024-11-27
2476,동성해양개발,김수아,건설,제주,2024-11-27
2477,동일산전,이복현,전기전자,충북,2024-11-27
2478,동화에이.시.엠,김한기,기타,경남,2024-11-27
2479,리스광시스템,이성훈,전기전자,충북,2024-11-27
2480,서륭기계,"조형래,김증구",기타,경남,2024-11-27
2481,선두전자,윤명섭,전기전자,서울,2024-11-27
2482,세이프테크,김헌갑,기계금속,경남,2024-11-27
2483,신라정보기술,정양근,정보통신,경남,2024-11-27
2484,신호시스템,경원현,전기전자,경기,2024-11-27
2485,아이티에스엔지니어링,김정구,전기전자,서울,2024-11-27
2486,에듀하우스,김옥중,서비스,서울,2024-11-27
2487,에이펙셀,김청자,식품,경북,2024-11-27
2488,욱성화학,"민영철,이병수",화학,부산,2024-11-27
2489,유창하이텍,유창열,화학,서울,2024-11-27
2490,일신피티에프이공업 ,김원배,화학,울산,2024-11-27
2491, 나노시스템,이형석,기계금속,대전,2024-11-27
2492, 뉴플러스,윤여찬,정보통신,경기,2024-11-27
2493, 대영통신,김명대,기타,대구,2024-11-27
2494, 비전과학,윤경주,전기전자,대전,2024-11-27
2495, 쓰리샤인,박천귀,기계금속,대전,2024-11-27
2496,에스앤아이,조철연,전기전자,인천,2024-11-27
2497,지오릿에너지,유재훈외 1인,건설,경기,2024-11-27
2498,진광,김현범,화학,경남,2024-11-27
2499,토탈엔지니어링,성해진,기계금속,경남,2024-11-27
2500,한국코로나,최재용,기계금속,경기,2024-11-27
2501,한국학술정보,채종준,S/W,경기,2024-11-27
2502,한국환경기계,김경환,환경,부산,2024-11-27
2503,한텍,이진국,기계금속,경남,2024-11-27
2504,현메딕스,서현배,전기전자,강원,2024-11-27
2505,효창산업,이창호,화학,충남,2024-11-27
2506,INNO TECH,강태선,전기전자,인천,2024-11-27
2507,승리,"한경석,한경철",섬유,경남,2024-11-28
2508,아트인더스트리,이만근,건설,서울,2024-11-28
2509,케이디텍,최강학,기계금속,울산,2024-11-28
2510,코넥,오상석,정보통신,경남,2024-11-28
2511,그리올푸드 영농조합법인,이종현,식품,전남,2024-11-28
2512,세웅건업,진영도,건설,제주,2024-11-28
2513,와포,노두호,S/W,서울,2024-11-28
2514,우창기계,김운태,기계금속,경남,2024-11-28
2515,유한회사광명테크,안광식,전기전자,전북,2024-11-28
2516, 레디메이드,이상진,정보통신,울산,2024-11-28
2517, 에스에스로지스틱스,김윤성,기타,서울,2024-11-28
2518, 하미글로벌,KONO SEIJI,기타,서울,2024-11-28
2519,계명식품,최진영,식품,강원,2024-11-28
2520,노크,김정호,S/W,서울,2024-11-28
2521,마인드디저트,조용국 김용욱,기타,서울,2024-11-28
2522,삼조에스피피,서성웅,식품,서울,2024-11-28
2523,엠오피,최형일윤형인,화학,서울,2024-11-28
2524,제이엠모터스펌프,이영훈,건설,경남,2024-11-28
2525,티엠디랩,성학준,바이오,서울,2024-11-28
2526,지꺼정 농업회사법인 ,강여신,바이오,제주,2024-11-28
2527,한성피.엔.씨,한병철,화학,경남,2024-11-28
2528,디앤지라이텍,강성택,전기전자,경기,2024-11-28
2529,비비비,최재규,바이오,경기,2024-11-28
2530,이룸아이엔씨,김효중,전기전자,경기,2024-11-28
2531,이화산업,이승현,기타,경기,2024-11-28
2532, 네오테크,김상식,기계금속,충남,2024-11-28
2533, 대로,최영춘,건설,충남,2024-11-28
2534, 레드애로우,"김경표, 최기영(각자대표)",전기전자,경기,2024-11-28
2535, 선구엔지니어링,"강윤식, 노광태",서비스,대전,2024-11-28
2536,화인스텍,김묵현,전기전자,서울,2024-11-28
2537,린노알미늄,이세영,기타,울산,2024-11-28
2538,로이첸,문제구,화학,서울,2024-11-28
2539, 비원씨앤알,현용욱,기타,서울,2024-11-28
2540,가나이엔지,김현성,기계금속,경북,2024-11-29
2541,비에스테크,윤석봉,기계금속,대전,2024-11-29
2542,비투지,신정훈,전기전자,경북,2024-11-29
2543,삼원,최원석,기타,경북,2024-11-29
2544,서일,이현철,화학,경북,2024-11-29
2545,성지이테크,한갑수,서비스,대구,2024-11-29
2546,아람인더스트리,이건우,섬유,경기,2024-11-29
2547,에스엔텍,이상현,서비스,대구,2024-11-29
2548,엠브이소프텍,이승기,정보통신,대전,2024-11-29
2549,오퍼스퍼니처,이문희,기타,대구,2024-11-29
2550,월드락커,권필목,정보통신,인천,2024-11-29
2551,지디일렉스,김선배,전기전자,경기,2024-11-29
2552,창림이엔지,권원현,화학,대구,2024-11-29
2553,폴리웍스,김준태,전기전자,경기,2024-11-29
2554,폴리포니홀딩스,이반석,기타,제주,2024-11-29
2555,한맥메디칼,한영관,전기전자,경기,2024-11-29
2556,한야,신성용,기계금속,대전,2024-11-29
2557,흥선,김용기,기계금속,경기,2024-11-29
2558,대흥아이비엔,정정훈,전기전자,경기,2024-11-29
2559,세미콜론식스,김성운,섬유,부산,2024-11-29
2560,스마트이어 ,최진호,정보통신,대구,2024-11-29
2561,옥해전자,최길회,전기전자,경북,2024-11-29
2562,와이디솔루션,권오진,기계금속,대전,2024-11-29
2563,인동첨단소재,"조한석, 최은완",화학,충남,2024-11-29
2564, 바티에,박주영,화학,경기,2024-11-29
2565, 베이비피아,이창희,기타,경기,2024-11-29
2566, 신광씨링,한상민,기타,광주,2024-11-29
2567, 에프디테크,최종대,전기전자,강원,2024-11-29
2568, 오션정보기술,이종규,S/W,대전,2024-11-29
2569, 지엔에스엔지니어링,박성민,환경,충북,2024-11-29
2570, 케스코,노창진,건설,대전,2024-11-29
2571,디에스전자,임병옥,전기전자,대전,2024-11-29
2572,비에스텍,"손유진, 최한길",건설,경북,2024-11-29
2573,지테크산업,한상선,기계금속,경기,2024-11-29
2574,한솔엠티에스,김진흥,기타,경기,2024-11-29
2575,세루,"이춘환,김금숙",서비스,대구,2024-11-29
2576, 하이베로,임헌청,전기전자,인천,2024-11-29
2577,아이플랜비즈,"정필국, 조남정",정보통신,서울,2024-11-29
2578,아비드어코스틱,공재식,건설,경기,2024-11-29
2579,아이이씨티,이춘업,기타,경기,2024-11-29
2580,인텍이앤씨,이순묵,전기전자,경기,2024-11-29
2581,인투바이오,김용재,바이오,경기,2024-11-29
2582,현승,이현환,기타,경기,2024-11-29
2583,농업회사법인미력,임용화,식품,경기,2024-11-29
2584,디케이알텍,김현기,전기전자,경기,2024-11-29
2585,새솔다이아몬드공업,맹주호,기계금속,경기,2024-11-29
2586,운진건설기업,박시환,기타,경기,2024-11-29
2587, 애드워드,최원영,기타,서울,2024-11-29
2588, 포씨엠,하수열,전기전자,충남,2024-11-29
2589,폴스타헬스케어 ,윤여동,S/W,서울,2024-11-29
2590,피앤에이파워시스템,김승영,전기전자,경기,2024-11-29
2591,신창이엔지,윤흥수,기계금속,인천,2024-11-29
2592,신풍산기,김태성,기타,경남,2024-11-29
2593,세고산업,배영석,기계금속,인천,2024-11-29
2594,케이피티,이재욱,화학,충북,2024-11-29
2595, 유니버샬켐텍,권경정,화학,충남,2024-11-29
2596, 정훈,서정석,기타,경기,2024-11-29
2597,프라임씰,임창빈,기타,경기,2024-11-29
2598,위제스,정병규,기타,전북,2024-11-29
2599,대명,김현호,기타,경기,2024-11-29
2600,삼영전기,권재국,전기전자,경기,2024-11-29
2601,신우아이엠에스,조원길,기계금속,경기,2024-11-29
2602, 더서울테크,박정규,전기전자,경기,2024-11-29
2603,필텍코리아,서석배,전기전자,경기,2024-11-29
2604,메세,안성준,섬유,서울,2024-11-30
2605,미디언스,김민석,S/W,서울,2024-11-30
2606,비스톤스,이경진,서비스,서울,2024-11-30
2607, 다인정보기술,김인수,정보통신,서울,2024-11-30
2608, 대륜건설,이도희,건설,충남,2024-11-30
2609, 플코스킨,백우열,바이오,서울,2024-11-30
2610,오르타,이승연,기타,충남,2024-11-30
2611,테크린,김훈,기타,충남,2024-11-30
2612,티카로스,"이재원, 최경호",바이오,서울,2024-11-30
2613,모두의컴퍼니,박재석,S/W,서울,2024-11-30
2614,평강산업개발,변문수,건설,서울,2024-11-30
2615,가가담목재,이경석,기타,인천,2024-11-30
2616,숨코리아,이완규,기타,서울,2024-11-30
2617,포웨이브소프트,안선길,S/W,서울,2024-11-30
2618,프론틱스,서명실,기계금속,서울,2024-11-30
2619,한길아이티,황규환,S/W,서울,2024-11-30
2620, 백경지앤씨,박봉근,건설,서울,2024-11-30
2621,경신산업,석재환,기계금속,경북,2024-12-01
2622,두륭,김태창,기계금속,경기,2024-12-01
2623,빅드림,"여권연, 최은영",기타,경기,2024-12-01
2624,선우테크앤켐,차태환,화학,충북,2024-12-01
2625,세영티엠에스,이성우,기계금속,경기,2024-12-01
2626,원팩,임성길,화학,인천,2024-12-01
2627,키파인더,유선우,화학,경기,2024-12-01
2628,태양정공,김대윤,기타,인천,2024-12-01
2629,티아이에스,장성화,정보통신,강원,2024-12-01
2630,한영코리아,박정기,기타,경기,2024-12-01
2631,경진기계,오순용,기계금속,인천,2024-12-01
2632,아이비코리아 유한회사,loydouglas,전기전자,경기,2024-12-01
2633,엔엠시스코,박지철,기타,인천,2024-12-01
2634, 네트워크코리아,신동환,전기전자,대구,2024-12-01
2635, 라움,"박수연, 김춘수(각자대표)",건설,경기,2024-12-01
2636, 비콘,"이상준, 김정순(각자대표)",기타,경기,2024-12-01
2637, 아이케이푸드,이창훈,식품,경기,2024-12-01
2638, 홈체크,이길원,서비스,경기,2024-12-01
2639,나무나라,"최이호, 최종호",건설,강원,2024-12-01
2640,미준테크,이형중,기계금속,경기,2024-12-01
2641,세종이엠에스,이동성,전기전자,인천,2024-12-01
2642,에프에프캠핑카,윤수근,기타,경북,2024-12-01
2643,지.티.아이,이창규,기계금속,경기,2024-12-01
2644,케미텍,조영석,기타,경기,2024-12-01
2645,케이아이씨텍,박창용,전기전자,인천,2024-12-01
2646,파코웨어,이인규,정보통신,대구,2024-12-01
2647,팜피,박혜진,서비스,경기,2024-12-01
2648,한일엔브이,김재건,기계금속,경기,2024-12-01
2649,휴먼코스메틱,이홍구,화학,대구,2024-12-01
2650, 에이블루,이명욱,전기전자,경기,2024-12-01
2651,우빈기술공사,조연우,건설,전남,2024-12-01
2652,제로하우스,김웅찬,기타,전남,2024-12-01
2653,월드시스템,이종경,전기전자,경북,2024-12-01
2654, 에버정보기술,천재두,정보통신,대전,2024-12-01
2655, 모던,"동문수,동이광",화학,울산,2024-12-01
2656,동아정밀공업사,윤병화,기계금속,부산,2024-12-01
2657,삼정산업,박희두,기타,대구,2024-12-01
2658,천열에너지,김영심,기계금속,경기,2024-12-01
2659,건우정공,박용준,기계금속,경기,2024-12-01
2660,금성열처리,오수성,기계금속,경기,2024-12-01
2661,누리인포스,허용도,S/W,경기,2024-12-01
2662,대양계기,박연구,기타,부산,2024-12-01
2663,문창,문성호,환경,대구,2024-12-01
2664,보우,김복용,섬유,대구,2024-12-01
2665,세기하이텍,배영기,기계금속,부산,2024-12-01
2666,송산특수엘리베이터,김기영,기타,경기,2024-12-01
2667,아이디정보시스템,박기열,S/W,대구,2024-12-01
2668,우성금속,이봉기,기계금속,경북,2024-12-01
2669,우성하이테크,조현철,기계금속,경북,2024-12-01
2670,원익피앤이,이기채,기계금속,경기,2024-12-01
2671,윕스,이형칠,S/W,서울,2024-12-01
2672,코리아퍼스텍,장영규,정보통신,서울,2024-12-01
2673,크루디앤피,임우빈,기타,경남,2024-12-01
2674,파루,강문식,환경,전남,2024-12-01
2675,혁산정보시스템,전세원,S/W,서울,2024-12-01
2676,브레인즈컴퍼니,강선근,S/W,서울,2024-12-01
2677,빛샘전자,"강만준, 강명구(각자대표)",전기전자,경기,2024-12-01
2678,씨에스기계,김태영,기계금속,충북,2024-12-01
2679,에이엠씨,안용국,화학,충북,2024-12-01
2680,영남금속,박창호,기계금속,부산,2024-12-01
2681,이성 ,성현모,기타,경기,2024-12-01
2682, 케이.디,박완규,환경,충남,2024-12-01
2683,코칩 ,손진형,전기전자,경기,2024-12-01
2684,탑시스템,나홍배,전기전자,경기,2024-12-01
2685,태창공업,신승하,기타,대구,2024-12-01
2686,피엔에스테크놀러지,박원재,전기전자,경기,2024-12-01
2687,한본인더스트리 ,강전숙,화학,충남,2024-12-01
2688,나우이엔티,손상호,건설,부산,2024-12-02
2689,동양테크윈,서미라 김지평,전기전자,충남,2024-12-02
2690,동양화인텍,김홍종,기계금속,부산,2024-12-02
2691,동해로씨푸드,이지환,식품,부산,2024-12-02
2692,마케팅위너,황윤미,서비스,부산,2024-12-02
2693,씨엔티솔루션,서정국,화학,충남,2024-12-02
2694,지에스아이티,박태열,정보통신,서울,2024-12-02
2695,지오알앤디,박이근,서비스,부산,2024-12-02
2696,대륜엔지니어링,박안진,기타,부산,2024-12-02
2697,대신정밀,김육규,기타,부산,2024-12-02
2698,더센텀,이병준 이동훈,전기전자,부산,2024-12-02
2699,에넥스트,신복순,건설,부산,2024-12-02
2700,에이치투오시스템테크놀로지,임종혁,S/W,서울,2024-12-02
2701,영인코리아,문광섭,기타,부산,2024-12-02
2702,온누리아이코리아,이인익,정보통신,서울,2024-12-02
2703,우광산업,김은섭,기계금속,충남,2024-12-02
2704,윤디스크,배광한,S/W,서울,2024-12-02
2705,대성피앤티,김운기,기타,충남,2024-12-02
2706,바른한방제약,최규태,식품,서울,2024-12-02
2707,빛가람시스템,안승은,건설,부산,2024-12-02
2708,서플라이스,천인섭,서비스,서울,2024-12-02
2709,필립트론,이인화 도기주,전기전자,부산,2024-12-02
2710,케이엠씨피 ,김성하,기계금속,부산,2024-12-02
2711,티에이치티,김우형,기계금속,부산,2024-12-02
2712,이엔에스,신유근,기타,강원,2024-12-02
2713,정우계전,강희열,전기전자,제주,2024-12-02
2714,덕영테크 ,"김금자,박익상",기타,충북,2024-12-02
2715,디자인 펜슬,오미순,기타,충북,2024-12-02
2716,우일정보기술,이오,정보통신,서울,2024-12-02
2717, 오리진,조옌,S/W,대전,2024-12-02
2718,팝콘사,채승엽,S/W,서울,2024-12-02
2719,성일엔케어,우타관,기계금속,부산,2024-12-02
2720,저널피아,김광희,서비스,서울,2024-12-02
2721,테크맥,정우섭,기계금속,부산,2024-12-02
2722,농업회사법인아시아종묘,류경오,기타,서울,2024-12-02
2723,서영파일테크,김상호,기계금속,울산,2024-12-02
2724,트럼피아,이경훈,S/W,서울,2024-12-02
2725,씨엘라이트,황정훈,전기전자,서울,2024-12-02
2726,이피아,임만순,환경,충남,2024-12-02
2727,YH데이타베이스,최대룡,S/W,대구,2024-12-02
2728,세원기공,황용기,기계금속,경북,2024-12-02
2729,엔씨원,김석진,기타,전북,2024-12-02
2730,이스턴네트웍스,유세권,정보통신,서울,2024-12-02
2731,루미컴,이복수,전기전자,전북,2024-12-02
2732,성원물산,강순례,식품,전남,2024-12-02
2733,NDTECH,김현일,전기전자,서울,2024-12-02
2734,아사달,"서창녕,심재춘",S/W,서울,2024-12-02
2735,레진텍,심재학,화학,경기,2024-12-03
2736,맛찬들백미식품,양동규,식품,경기,2024-12-03
2737,애드텍,"윤영주, 최영철(각자대표)",화학,경기,2024-12-03
2738, 거양,김종규,기계금속,경기,2024-12-03
2739, 레어템,안남진,기계금속,경기,2024-12-03
2740, 무궁화,유성준,화학,경기,2024-12-03
2741,리더스이엔지,홍기수,기타,인천,2024-12-03
2742,세진엔지니어링,박찬갑,전기전자,전남,2024-12-03
2743,지앤와이,손왕량,기계금속,경남,2024-12-03
2744,케이디티엠에스,정진용,환경,경기,2024-12-03
2745,농업회사법인 엘바이오텍,김미희,바이오,전남,2024-12-03
2746,비케이아이티,정병곤,정보통신,서울,2024-12-03
2747,세형정밀,현승호,기계금속,대전,2024-12-03
2748, 대신캐스터,이건수,기계금속,경기,2024-12-03
2749,세명하이트,신현붕,화학,경기,2024-12-03
2750,테크월,최의섭,환경,대구,2024-12-03
2751,코데아,김경희,섬유,경기,2024-12-03
2752,네오비젼,김경화,바이오,경기,2024-12-03
2753,동일기연,"손동준, 정수열",전기전자,경기,2024-12-03
2754,상용이엔지,추충식,기계금속,경기,2024-12-03
2755,한빛파워,선봉수,서비스,서울,2024-12-03
2756,승림전기,조석현,전기전자,경기,2024-12-03
2757,나래젠,박경환,정보통신,서울,2024-12-04
2758,에스제이글로벌,전향희,바이오,경기,2024-12-04
2759,프로콘,김의주,기계금속,경기,2024-12-04
2760, 눈소프트,김영민,S/W,충남,2024-12-04
2761, 명성디씨,천종일,기계금속,인천,2024-12-04
2762, 엠젠솔루션,조상환,바이오,서울,2024-12-04
2763,빅스,"정규영,양정한",화학,경북,2024-12-04
2764,광일고무,이승준,화학,경남,2024-12-05
2765,리앤씨바이오,최문범,바이오,충북,2024-12-05
2766,상원엔텍,김정숙,환경,경남,2024-12-05
2767,에이스,조영옥,전기전자,경남,2024-12-05
2768,영광하이텍,임형석,전기전자,경남,2024-12-05
2769,케이비덴탈,양영석,기타,대전,2024-12-05
2770,화인파워엑스,민병덕,전기전자,울산,2024-12-05
2771,삼성정밀,이동규,기계금속,경남,2024-12-05
2772,우성테크놀,김순득,기계금속,경남,2024-12-05
2773,유콘크리에이티브,강종진,S/W,울산,2024-12-05
2774, 드림정보,정우진,정보통신,세종,2024-12-05
2775,대주금속,김선호,기계금속,경남,2024-12-05
2776,비전아이티,김선유,정보통신,울산,2024-12-05
2777,상원그린콘,김정숙,기타,경남,2024-12-05
2778,디에스정보기술,양선호,S/W,경기,2024-12-05
2779,제이티,김지춘,기계금속,경기,2024-12-05
2780,테크니컬코리아,오규일,기계금속,경기,2024-12-05
2781,티엠이엔지,원동춘,기계금속,경기,2024-12-05
2782,건영테크,임국건,기계금속,경남,2024-12-05
2783,비브이에스,장정원,S/W,서울,2024-12-05
2784,세광산업,동근한,기계금속,경남,2024-12-05
2785, 창작시스템,이호철,건설,제주,2024-12-05
2786,홀푸드코리아,김대원,식품,제주,2024-12-05
2787,성화기계,이재우,기타,경남,2024-12-05
2788,성진산업,박태곤,기계금속,부산,2024-12-05
2789,브이아이테크,박선우,기타,대구,2024-12-06
2790,소프트인,공명현,S/W,서울,2024-12-06
2791,시엔케이,이용우,기타,대구,2024-12-06
2792,지러스트,김지택,화학,서울,2024-12-06
2793,농업회사법인 다인,윤수환,식품,충북,2024-12-06
2794,유한회사 삼미스티카인쇄,김상윤,기타,광주,2024-12-06
2795,제이케이티,김종목,기계금속,대구,2024-12-06
2796, 루뻬,이찬수,기타,서울,2024-12-06
2797, 유한이엔지,최성택,기타,대구,2024-12-06
2798, 이너웨이브,이진우,S/W,서울,2024-12-06
2799, 케이테크놀로지,김재환,기타,충남,2024-12-06
2800,디에스엔지니어링,이대석,기계금속,충남,2024-12-06
2801,매스씨앤지,이희곤,서비스,서울,2024-12-06
2802,세차왕,박정률,정보통신,서울,2024-12-06
2803,이제이엔,박찬제,정보통신,서울,2024-12-06
