연번,회사명,대표자명,업종,지역,확인서기간만료일
19764,필라넷,"김정혁, 채경일(공동)",S/W,서울,2027-04-07
19765,에코엔텍 ,김준수,화학,전북,2027-04-07
19766,엔에스게이트,김병기,기계금속,경기,2027-04-07
19767, 로봇팜,강희용,기계금속,전북,2027-04-07
19768, 유원티에스,신상민,기계금속,경기,2027-04-07
19769,엑스게이트,주갑수,S/W,서울,2027-04-07
19770,주신산업,유승근,기계금속,경기,2027-04-07
19771,성우서비스,한만옥,서비스,서울,2027-04-07
19772,디엔지위드,이동택,전기전자,서울,2027-04-07
19773,씨씨미디어서비스,김기수,정보통신,서울,2027-04-07
19774,대성화학기계,이광섭,기계금속,경기,2027-04-07
19775,종합맨홀스틸산업,김경호,기계금속,경북,2027-04-07
19776,신라시스템,"박창병,김민희",S/W,대구,2027-04-07
19777,앤비젼,김덕표,전기전자,서울,2027-04-07
19778,지니트,유제진,전기전자,인천,2027-04-07
19779,디케이모터스,노기식,기계금속,부산,2027-04-07
19780,야베스텍,이현숙,전기전자,부산,2027-04-07
19781, 코윈디에스티,양서일,기타,경기,2027-04-07
19782,태양트레이,"이재창,권점남,이선구(각자대표)",기계금속,경기,2027-04-07
19783,디자인플랫폼협동조합,김용갑,서비스,전북,2027-04-08
19784,디아리오,이윤성,기타,경기,2027-04-08
19785,현대화학,이봉균,기타,경기,2027-04-08
19786,한국축산데이터 ,경노겸,S/W,대전,2027-04-08
19787,베터라이프,이재성,전기전자,경기,2027-04-08
19788,셀빅,이상노,S/W,서울,2027-04-08
19789,단암시스템즈,"이성엽,이성혁",전기전자,경기,2027-04-08
19790,구비테크,서정권,기계금속,대구,2027-04-08
19791,서원푸드,김설희,식품,경북,2027-04-08
19792,성일에스아이엠,우창수,기계금속,부산,2027-04-08
19793,아이티공간,이영규,전기전자,울산,2027-04-08
19794,첨단엔프라,한영수,전기전자,경기,2027-04-08
19795, 폴리테크,현진규,화학,충북,2027-04-08
19796,마이크로모스,문희석,S/W,서울,2027-04-08
19797,이노로보틱스 ,이현철,전기전자,경기,2027-04-09
19798,제이닉스전자,김종일,전기전자,인천,2027-04-09
19799, 대륙디케이,김형남,기계금속,전북,2027-04-09
19800, 락컴퍼니,오지성,식품,인천,2027-04-09
19801,한국아이티사업단,김세종,정보통신,서울,2027-04-09
19802,나라삼양감속기,홍순철,기계금속,인천,2027-04-09
19803,에이치제이테크,유태환,전기전자,경기,2027-04-09
19804,코엘텍,김운기,전기전자,경기,2027-04-09
19805,미정화학,최원열,섬유,경기,2027-04-09
19806,세진에스앤티,조동진,건설,충북,2027-04-09
19807,케이에이치일렉트로닉스,구일선,기계금속,경기,2027-04-09
19808, 원반도체,김준영,전기전자,전북,2027-04-09
19809,기하정밀,최상진,기계금속,부산,2027-04-09
19810,다원케미칼,이찬호,식품,경기,2027-04-09
19811,신안정보통신,"주을목,주기철(공동대표)",건설,경기,2027-04-09
19812,그린피아기술,김준수,식품,서울,2027-04-09
19813,노벨정밀금속,박진태,기계금속,울산,2027-04-09
19814, 모리트,최예묵,전기전자,경기,2027-04-09
19815,명성,정보영,기타,경남,2027-04-09
19816,엑스엔시스템즈,김형정,S/W,서울,2027-04-09
19817,지성이씨에스,홍현석,건설,경기,2027-04-09
19818, 아키페이스,전영기,건설,경기,2027-04-09
19819,넥스챌,장학,S/W,경기,2027-04-09
19820,데어리젠,고영웅,식품,강원,2027-04-09
19821,디라직,박성기,전기전자,경기,2027-04-09
19822,아코캠,황윤익,화학,경기,2027-04-09
19823,에스씨티,문지연,서비스,충북,2027-04-09
19824,영진플렉스,임태경,기타,경기,2027-04-09
19825,이텍,정영일,전기전자,전북,2027-04-09
19826,인스웨이브시스템즈,어세룡,정보통신,서울,2027-04-09
19827,지구코퍼레이션,안영실,기타,경기,2027-04-09
19828,지지옥션,강명주,서비스,서울,2027-04-09
19829,한신체인,"김두진,김현우",기타,경기,2027-04-09
19830,에스피텍,김종호,전기전자,충북,2027-04-09
19831,에이트론,신경호,정보통신,경남,2027-04-09
19832, 네오퍼스,윤진현,기타,경기,2027-04-09
19833, 디이엔티,배성민,기타,경기,2027-04-09
19834, 유니온씨티,"임동욱,유혜숙",기계금속,전북,2027-04-09
19835, 정우코퍼레이션,지석창,기계금속,인천,2027-04-09
19836,굿게이트,박영신,정보통신,서울,2027-04-10
19837,에스이디자인그룹,이현성,서비스,서울,2027-04-10
19838,천일이엔에스,"황기진, 황순범",건설,서울,2027-04-10
19839,가람,강수민,환경,인천,2027-04-10
19840,무찬,김인식,기계금속,울산,2027-04-10
19841,아트인가구,이병한,기타,경기,2027-04-10
19842,한맥시스템,이창봉,정보통신,경기,2027-04-10
19843,뮤직카우,"김지수,정현경",S/W,서울,2027-04-10
19844,성진티엠에스,정천교,기타,경남,2027-04-10
19845,에스에이치피테크,조상호,기타,경기,2027-04-10
19846,지.엠,"이준표,김경운",기계금속,경기,2027-04-10
19847,팜크로스,김대선,식품,강원,2027-04-10
19848, 제이엔디,정철호,정보통신,대전,2027-04-10
19849, 카이런소프트,조영욱,S/W,대전,2027-04-10
19850,수일개발,염윤희외1명(최수봉),바이오,경기,2027-04-10
19851,한국아이티오 ,"정돈영,우쯔미니로",기계금속,경기,2027-04-10
19852, 서부,고광희,기타,전북,2027-04-10
19853,미르스타푸드,조욱,식품,경기,2027-04-11
19854,서울로보틱스,이한빈,S/W,서울,2027-04-11
19855,농업회사법인미풍,박승원,식품,전남,2027-04-11
19856, 딜리버리랩,이원석,S/W,서울,2027-04-11
19857,에이치투비즈,홍성호,S/W,서울,2027-04-11
19858,엔와이푸드,송명섭,식품,서울,2027-04-11
19859,움틀,박성률,바이오,경기,2027-04-11
19860,비아이엔솔루션,이승엽,정보통신,인천,2027-04-11
19861,케이브이엔텍,김민서,기계금속,부산,2027-04-11
19862,디씨이,최동철,기계금속,경기,2027-04-11
19863,유환엔지니어링,"정권,홍정표,김인호,송진숙,정태원,장승훈",기계금속,충북,2027-04-11
19864,원진비엠티,박현석,기계금속,경남,2027-04-11
19865,혁신,"최미, 최연호",기계금속,전남,2027-04-11
19866, 멕텍,정경식,전기전자,인천,2027-04-11
19867,지큐지원,정해동,화학,경남,2027-04-12
19868,농업회사법인일농,고운정,식품,경북,2027-04-12
19869,쓰리피로봇,한재경,기계금속,대구,2027-04-12
19870,지앤에스코리아,정재경,기계금속,경남,2027-04-12
19871,이레소방엔지니어링,황환성,건설,경기,2027-04-12
19872,이앤이시스템,전인수,기계금속,경기,2027-04-12
19873, 아이엠알,김경수,S/W,광주,2027-04-12
19874, 지서산업,김충엽,기계금속,전북,2027-04-12
19875, 이티에스,윤진국,기계금속,충남,2027-04-12
19876,동진금속,나상조,기계금속,경남,2027-04-12
19877,엔티모아,장병권,전기전자,경기,2027-04-12
19878,케이티마린,박옥열,서비스,부산,2027-04-12
19879,O.N,권오남,전기전자,충남,2027-04-12
19880,서울디엔에스 ,고복규,기계금속,경기,2027-04-12
19881,진영페이퍼 ,황재원,기타,경북,2027-04-12
19882,근우,김근우,섬유,대구,2027-04-12
19883,텔넷웨어,이진호,정보통신,서울,2027-04-12
19884, 디엠씨,안응순,기계금속,경기,2027-04-13
19885, 티씬,안선호,기계금속,경기,2027-04-13
19886,중앙냉열,정찬일,기계금속,경기,2027-04-13
19887,한기술,임응규,기타,경기,2027-04-13
19888,세명유리,유미숙,건설,경기,2027-04-13
19889,에스디씨컨스트룩,김태호,기계금속,경기,2027-04-13
19890,윤씨네,윤영,전기전자,경기,2027-04-13
19891,메드소프트,강영실,S/W,경기,2027-04-13
19892, 디앤씨,최항병,기계금속,경기,2027-04-13
19893, 인아웃텍,곽재문,화학,경기,2027-04-13
19894,이피코리아,양해권,전기전자,경기,2027-04-13
19895,고려냉장식품,윤정희,식품,경남,2027-04-13
19896,대성과수산업,허성우,기타,경기,2027-04-13
19897,제일산업,한영규,섬유,경기,2027-04-13
19898,나눔테크,최무진,바이오,광주,2027-04-13
19899,리빙케어,권택율,전기전자,대구,2027-04-13
19900,오맥스,김성원,전기전자,경기,2027-04-13
19901,티엠티엔지니어링,장세열,전기전자,서울,2027-04-13
19902,농업회사법인  봄내,이경숙,식품,강원,2027-04-13
19903,더모멘트,안현주,기타,경기,2027-04-14
19904,예그린,서성완,전기전자,서울,2027-04-14
19905,원오원 ,김유미,S/W,서울,2027-04-14
19906,바나나코퍼레이션,김호현,서비스,경기,2027-04-14
19907,세라트,은경아,기타,경기,2027-04-14
19908,누리아이디티,배성진,S/W,서울,2027-04-14
19909,디에스씨,박봉권,기계금속,경기,2027-04-14
19910,삼일리드텍,유재균,기타,세종,2027-04-14
19911,셈텍스,서성균,섬유,서울,2027-04-14
19912,아이두젠,남우현,기타,서울,2027-04-14
19913,에코베이스,최랑규,환경,경기,2027-04-14
19914,유니버셜리프트앤히타치코리아,유수비,기계금속,충북,2027-04-14
19915,유성하이텍,지세원,기타,광주,2027-04-14
19916,비케이엠 ,유재화,기계금속,충북,2027-04-14
19917,애니메디솔루션,김국배,바이오,서울,2027-04-14
19918, 써치앤델브,송치문,서비스,경기,2027-04-14
19919, 아이메디신,강승완,바이오,서울,2027-04-14
19920, 앱솔로지,조한상,바이오,경기,2027-04-14
19921,심지,정재욱,S/W,울산,2027-04-14
19922,아이제이테크,유인상,전기전자,경기,2027-04-14
19923, 엔투,박찬주,정보통신,광주,2027-04-14
19924,바이오에프디엔씨,"모상현,정대현",바이오,인천,2027-04-14
19925,두원메디텍,"이경옥,서효석",기타,경기,2027-04-14
19926,휴먼소프트웨어,이규철,S/W,서울,2027-04-14
19927,에이치아이네트웍스 ,나정훈,정보통신,대전,2027-04-14
19928,제이디미디어,김석호,정보통신,경기,2027-04-14
19929, 파미,황석용,전기전자,대전,2027-04-14
19930,한일산업 ,"김장한,김정동",기계금속,충남,2027-04-14
19931,화승전기,이승철,전기전자,충남,2027-04-14
19932,웨다,최치민,S/W,경기,2027-04-15
19933,글로벌하이텍전자 ,"오정기,유재희",전기전자,경기,2027-04-15
19934, 거성정밀,김영석,전기전자,경기,2027-04-15
19935,엠피에스,이장현,기타,경기,2027-04-15
19936,유원메디텍,신영수,바이오,강원,2027-04-15
19937, 리우,김대견,기타,전남,2027-04-15
19938, 쿠로엔시스,김종석,S/W,전남,2027-04-15
19939,에이치엠티,노준택,전기전자,경북,2027-04-15
19940, 포스벨글로벌,나인덕,건설,경기,2027-04-15
19941,신성이엔지,박홍성,기계금속,인천,2027-04-15
19942,오스코,"엄세웅,천호영",전기전자,경기,2027-04-15
19943,지엔피링크,황순신,서비스,경기,2027-04-15
19944, 아킨스,정준희,건설,충남,2027-04-15
19945, 한컴인스페이스,최명진,서비스,대전,2027-04-15
19946,현시스메틱 ,이상범,전기전자,전남,2027-04-15
19947,에이지시멘트,"민성기,홍미순(각자대표)",기타,서울,2027-04-15
19948,원종기계,노진구,기계금속,부산,2027-04-15
19949,정민기전,김정상,전기전자,경남,2027-04-15
19950,누리꿈소프트,고성현,S/W,서울,2027-04-15
19951, 케이테크코리아,이흥주,기타,광주,2027-04-15
19952,디와이티,김연수,전기전자,서울,2027-04-15
19953,우진전기,이준희,전기전자,충북,2027-04-15
19954,한국유니온제약,백병하,기타,강원,2027-04-15
19955, 진성정밀,황종원,기계금속,경남,2027-04-15
19956,마이크로젠타스,신세현,서비스,서울,2027-04-16
19957,원탑스튜디오,정혜금,정보통신,대전,2027-04-16
19958,디에스메탈,박동구,기타,경북,2027-04-16
19959,로보랜드 ,김수종,기타,전남,2027-04-16
19960, 유닉유니온,박상용,기타,서울,2027-04-16
19961, 자연과 함께,손성영,화학,경북,2027-04-16
19962,미주철강,노명덕,기계금속,경기,2027-04-16
19963,원소프트다임,이대호,S/W,경북,2027-04-16
19964,유핏,안동철,S/W,서울,2027-04-16
19965,농업회사법인새림,최인환,식품,전북,2027-04-16
19966,에스엘랩,김정현,기타,경기,2027-04-16
19967,동산이엔지,김성직,기계금속,경북,2027-04-16
19968,생명사랑,송성진,전기전자,대구,2027-04-16
19969,세인아이엔디,"오재영,오원현",기계금속,인천,2027-04-16
19970,대원에스디,신재호,기계금속,대구,2027-04-16
19971,새한산업,정성규,기계금속,경기,2027-04-16
19972,유경화성,김상록,화학,경기,2027-04-16
19973,프로시아이,조대연,기계금속,경기,2027-04-16
19974,브이앤씨테크 ,이상기,전기전자,대전,2027-04-16
19975,중앙아이엔티 ,이정명,전기전자,경기,2027-04-16
19976,고려기연,이철재이원태,화학,서울,2027-04-16
19977,다보건축건축사사무소,김홍준,서비스,서울,2027-04-16
19978,동진,추장호,기계금속,충북,2027-04-16
19979,라티스글로벌커뮤니케이션스,윤강원,S/W,서울,2027-04-16
19980,광진,반태행,기계금속,부산,2027-04-17
19981,도화,박소윤,건설,부산,2027-04-17
19982,케이원시스템,김풍기,기계금속,인천,2027-04-17
19983,글로벌탑넷,이현호,정보통신,부산,2027-04-17
19984,로커스솔루션,박대희,서비스,서울,2027-04-17
19985,마더브레인,유제남,S/W,서울,2027-04-17
19986,지앤아이,진홍근,서비스,울산,2027-04-17
19987,씨이케이바이오익산,김상철,환경,전북,2027-04-17
19988,완도물산영어조합법인,김천일,기타,전남,2027-04-17
19989,다이얼로그디자인에이전시,배상희,S/W,서울,2027-04-18
19990,에피카 ,한보석,S/W,서울,2027-04-18
19991,잉그리스 ,이기로,정보통신,서울,2027-04-18
19992, 제이오에프엔씨,방을용,식품,경기,2027-04-18
19993,이레테크,우시혁,기타,대전,2027-04-18
19994,에이치엠지,김진상,전기전자,대구,2027-04-18
19995,한국전산,정동익,정보통신,대구,2027-04-18
19996, 이정이앤씨,박해복,전기전자,부산,2027-04-18
19997,이젠,조욱,정보통신,광주,2027-04-18
19998,월딘,최승용,전기전자,경기,2027-04-18
19999,코라이즈테크놀로지,박종찬,S/W,서울,2027-04-18
20000,영어조합법인정원에프앤에프,최원경,식품,경북,2027-04-18
20001, 신영테크,"정근영,박상규",기타,울산,2027-04-18
20002,농업회사법인미실란,이동현,식품,전남,2027-04-18
20003,고려진공안전,김광자,기타,경기,2027-04-18
20004,멕트론,김준하,전기전자,경기,2027-04-19
20005,센트럴바이오,권민,기타,인천,2027-04-19
20006,마스타씨스템,최돈형,전기전자,경기,2027-04-19
20007,미르지엔아이,박충현,건설,충남,2027-04-19
20008,삼화식품공사,양승재,식품,대구,2027-04-19
20009, 다원엠피,황규옥,전기전자,경기,2027-04-19
20010, 듀라텍,이한구,전기전자,경기,2027-04-19
20011,카리스,이학용,바이오,경기,2027-04-19
20012,건영산업 엔지니어링,이정식,기타,경기,2027-04-19
20013,셀파이엔씨,곽정하,서비스,서울,2027-04-19
20014,지엘그레이프,김병열,기타,경기,2027-04-19
20015,디브이알씨앤씨,이병묵,정보통신,인천,2027-04-19
20016,세인비즈,김기섭,S/W,경기,2027-04-19
20017,한강이앰피,정승훈,서비스,경기,2027-04-19
20018,농업회사법인 생명의나무,나천수,식품,경기,2027-04-19
20019, 세영금형기술,최종근,기계금속,경기,2027-04-19
20020, 크리자인,이주선,S/W,전북,2027-04-19
20021,보성플렉소,박지원,기타,경기,2027-04-19
20022,선영,"김철환,김기훈(각자 대표)",기타,경기,2027-04-19
20023,신우엔지니어링,김진표,서비스,경기,2027-04-19
20024,아이티엔티,장경훈,전기전자,경기,2027-04-19
20025,에이디엔티,박정훈,전기전자,경기,2027-04-19
20026,이스덤,권오기,기계금속,경기,2027-04-19
20027,화인온,최병운,전기전자,경기,2027-04-19
20028,상진전선,"문학순,문재순",전기전자,충북,2027-04-19
20029,아이엔테코,김익진,기타,경남,2027-04-19
20030,아프로코리아,조성윤,기타,경기,2027-04-19
20031,하이콘 ,황동원,전기전자,경기,2027-04-19
20032,보부하이테크,왕동민,전기전자,경기,2027-04-19
20033,신일에너지,김희창,기타,전남,2027-04-19
20034,신화엔바텍,최영철,환경,대구,2027-04-19
20035,코이즈,조재형,전기전자,충북,2027-04-19
20036,덕일지퍼,권중덕,기타,대구,2027-04-19
20037,문엔지니어링,김성만,정보통신,서울,2027-04-19
20038,킴스엔지니어링,김승열,기계금속,인천,2027-04-19
20039,에이펫,김덕호,전기전자,경기,2027-04-19
20040,엔터미디어,이경호,전기전자,경기,2027-04-19
20041,삼영엠아이텍,김대권,서비스,경남,2027-04-20
20042,수산씨엠씨,김명호,화학,서울,2027-04-20
20043,서동메디칼,김창온,기타,부산,2027-04-20
20044,씨에프티유한책임회사,김정규,S/W,부산,2027-04-20
20045,애니모션텍,신동혁,기계금속,인천,2027-04-20
20046,카츠코리아,이성길,기계금속,부산,2027-04-20
20047,텐일레븐,이호영,정보통신,서울,2027-04-20
20048, 리하온,황재윤,기계금속,경남,2027-04-20
20049,유비즈정보기술 ,손명준,S/W,대전,2027-04-20
20050,우영에스엔엘,정유승,서비스,부산,2027-04-20
20051,드림시큐리티,"범진규,문진일",S/W,서울,2027-04-20
20052,엠앤와이즈,조종철,S/W,서울,2027-04-20
20053,와이제이솔루션,정성학,전기전자,경남,2027-04-20
20054,진성전자,임규혁,전기전자,경기,2027-04-20
20055,공간찬넬,이진명,기타,서울,2027-04-20
20056,아트에이브이,권우철,정보통신,경기,2027-04-20
20057,진광기공,정철,기계금속,부산,2027-04-20
20058,삼성정밀,"배인열,배두식",기계금속,부산,2027-04-20
20059,비티에스유한회사,유춘열,정보통신,전북,2027-04-21
20060, 가리온,박준성,기타,광주,2027-04-21
20061, 유진시스템,이상호,정보통신,광주,2027-04-21
20062, 제이케이베스트,강현종,기계금속,광주,2027-04-21
20063,지오랩스,김성학,정보통신,경기,2027-04-21
20064,베스트카본,정래훈,전기전자,경기,2027-04-21
20065,에스엔엘코리아,석형준,기계금속,경기,2027-04-21
20066,컬러룬,황혜성,기타,경기,2027-04-21
20067,엔에스하이드로,김대훈,기계금속,전남,2027-04-21
20068, 에이치케이,이향천,기계금속,경기,2027-04-21
20069,삼호엔씨티,현형호,전기전자,광주,2027-04-21
20070,대경기술,임영하,건설,부산,2027-04-21
20071,대균,김기수,전기전자,경남,2027-04-21
20072,반도실업,반호윤,전기전자,인천,2027-04-21
20073,프로이천,임이빈,전기전자,경기,2027-04-21
20074, 맥스텍,양명헌,전기전자,충남,2027-04-21
20075,다인이엔지,이창환,기계금속,경기,2027-04-22
20076,소프트일레븐,정영민,S/W,경기,2027-04-22
20077,은성공업,최상욱,기계금속,경북,2027-04-22
20078,정광스틸,백채환,기계금속,충남,2027-04-22
20079,티제이테크놀로지,박성배,전기전자,경기,2027-04-22
20080,용접나라,양관식,기계금속,경기,2027-04-22
20081, 비티엔랩,이병열,바이오,충남,2027-04-22
20082,동진이엔시,김창수,건설,경북,2027-04-22
20083,한신광학,정덕범,기타,대구,2027-04-22
20084,브이메이커 ,조상욱,전기전자,대구,2027-04-22
20085,알엔알,석민철,기타,서울,2027-04-22
20086,코아백,여환욱,전기전자,경기,2027-04-22
20087,트라이,이종한,기계금속,경북,2027-04-22
20088,유진엘이디,유원종,전기전자,경기,2027-04-22
20089,쿨스,김영열,전기전자,경기,2027-04-22
20090,신한전자기기,오철규,전기전자,부산,2027-04-22
20091,엘컴화인,장태수,기타,경기,2027-04-22
20092,엠텍에스티에스,윤학균,섬유,경기,2027-04-22
20093,이엠코,조한재.이승재(각자대표),환경,경기,2027-04-22
20094,유프랜드,박순덕,기계금속,광주,2027-04-22
20095,한발매스테크,이승원,기타,경남,2027-04-22
20096,현준테크 ,김영진,기타,서울,2027-04-22
20097,지준시스템,김동현,정보통신,경기,2027-04-22
20098,조선기기,장세훈,기계금속,서울,2027-04-22
20099,디엠비정보통신,이상태,S/W,경기,2027-04-23
20100,산우,공석범,기계금속,전북,2027-04-23
20101,아틀라스네트웍스,한정엽,S/W,서울,2027-04-23
20102,에이블랩스,신상,기타,인천,2027-04-23
20103,디에스아이,유근석,기계금속,경기,2027-04-23
20104,아일리스프런티어,김성환,S/W,서울,2027-04-23
20105,뉴로이어즈,서규원,바이오,강원,2027-04-23
20106, 지앤티,백상화,기계금속,경기,2027-04-23
20107,NR지엔씨,진정복,화학,경기,2027-04-23
20108,디앤디기술,민태영,정보통신,서울,2027-04-23
20109,언맨드솔루션,강찬호,전기전자,서울,2027-04-23
20110,에스피씨아이,이철,화학,경북,2027-04-23
20111,위트콤,신용진,정보통신,서울,2027-04-23
20112,대호스프링,박의주,기계금속,광주,2027-04-23
20113,데코론,석성일,화학,경기,2027-04-23
20114, 메리츠컴퍼니,김태진,기타,경기,2027-04-23
20115, 조인솔루션,이영일,전기전자,경기,2027-04-23
20116, 케이비어드히시브스,김기태,기타,충남,2027-04-23
20117,중앙알칸,김낙준,기계금속,경기,2027-04-23
20118,트라이캠테크놀로지,서기호,전기전자,경기,2027-04-23
20119,스필,주흥돈,전기전자,경기,2027-04-23
20120,하도FNC,하종언,섬유,경기,2027-04-23
20121,서천산업,김춘식,기계금속,광주,2027-04-23
20122, 에스케이씨,신정기,기타,경기,2027-04-23
20123,디케이,이상원,전기전자,대구,2027-04-23
20124,신진메딕스,이관행,바이오,경기,2027-04-23
20125,와이투아이,양태현,기계금속,충남,2027-04-24
20126,유니쉐프,"오경열,최윤혁",식품,경기,2027-04-24
20127,태림엔지니어링,임병돈,기타,경기,2027-04-24
20128,남강플랜트,"손규영,조건호",기타,경북,2027-04-24
20129,농업회사법인팜앤포크,김태용,식품,충북,2027-04-24
20130,엘엠엘리베이터,김대성,기계금속,경기,2027-04-24
20131,테크앤아이코리아,정재호,S/W,서울,2027-04-24
20132,해송수산영어조합법인,노춘자,식품,경기,2027-04-24
20133,다정,김철중,식품,충북,2027-04-24
20134,삼원이엔지,김일동,기계금속,인천,2027-04-24
20135,성창기공수처리공사,오예환,기계금속,경기,2027-04-24
20136,세화공업,문인국,전기전자,경기,2027-04-24
20137,에스씨티산기,신송미,기계금속,경기,2027-04-24
20138, 태강,강원식,건설,세종,2027-04-24
20139,코벡,김정현,건설,경기,2027-04-24
20140, 케비젠,신홍식,서비스,전북,2027-04-24
20141,남일,김형석,기타,경기,2027-04-24
20142,넥스모어시스템즈,김용걸,S/W,서울,2027-04-24
20143,닥터소프트,홍윤환,S/W,서울,2027-04-24
20144,백금티앤에이,임학규,전기전자,경기,2027-04-24
20145,설악전기,박정배,전기전자,경기,2027-04-24
20146,알앤유,이유진,정보통신,대구,2027-04-24
20147,유진엠에스,은종욱,기계금속,대구,2027-04-24
20148,이엘피,이재혁,전기전자,경기,2027-04-24
20149,인스밸리,서병남,서비스,서울,2027-04-24
20150,일신이디아이,안혁태,전기전자,경북,2027-04-24
20151,하이코리아,"오종훈,김수홍",기타,광주,2027-04-24
20152,거림테크,이창원,전기전자,대구,2027-04-24
20153,대한검사기술,손태순,기계금속,서울,2027-04-24
20154,대호정기,"신영근,신재호",전기전자,경남,2027-04-24
20155,바이오스펙트럼,박덕훈,바이오,경기,2027-04-24
20156,신성모터스 ,홍경표,기계금속,대구,2027-04-24
20157,아진일렉트론,최철수,전기전자,부산,2027-04-24
20158,이비테크 ,강원구,환경,대전,2027-04-24
20159, 루프,김선욱,전기전자,경기,2027-04-24
20160, 신텍,김장용,기계금속,경기,2027-04-24
20161, 쎌바이오텍,정명준,식품,경기,2027-04-24
20162,한국금융공학컨설팅,손근상,S/W,서울,2027-04-24
20163,한국스테비아 ,임병선,바이오,전북,2027-04-24
20164, 두잇 ,"김숙,노진석",건설,대전,2027-04-25
20165, 에이치에스해성,정길룡,전기전자,경북,2027-04-25
20166,오토코아,김명규,기계금속,부산,2027-04-25
20167,넥스엔정보기술,이영선,정보통신,서울,2027-04-25
20168,신화산업전기,김달호,기타,충남,2027-04-25
20169,오른 기술,성낙진,전기전자,대전,2027-04-25
20170, 대정고분자산업,배덕윤,기타,대전,2027-04-25
20171, 대흥금속,이상복,기계금속,충남,2027-04-25
20172,가나이엔지,강재선,정보통신,서울,2027-04-25
20173,휴론텍 ,김상종,기계금속,대전,2027-04-25
20174,미코바이오메드,HONGYOUNGS,바이오,경기,2027-04-25
20175, 다은,손경옥,전기전자,광주,2027-04-25
20176,다원,최경채,기타,광주,2027-04-25
20177,동양정밀,권오훈,기계금속,대구,2027-04-25
20178, 케이엠넷,황광모,S/W,대전,2027-04-25
20179, 호안,석제훈,섬유,충남,2027-04-25
20180, 선운이앤지,전홍진,서비스,전남,2027-04-25
20181,한성산업,황인식,기타,인천,2027-04-25
20182,솔팩,김은갑,기계금속,경기,2027-04-26
20183,엠엠티케이,차일수,기계금속,경기,2027-04-26
20184, 루트아이앤씨,이동훈,서비스,부산,2027-04-26
20185, 미드니,이계승,기계금속,경기,2027-04-26
20186, 티제이이노베이션,장광재,정보통신,경기,2027-04-26
20187,일성이엔지,오세만,기계금속,부산,2027-04-26
20188,엔젯 ,변도영,기계금속,경기,2027-04-26
20189,유니슨에이치케이알 ,김명호,기계금속,충남,2027-04-26
20190, 에어스타,서기영,기계금속,인천,2027-04-26
20191,바일테크놀러지,이기철,전기전자,충북,2027-04-26
20192,엘앤지,이진영,기계금속,경남,2027-04-26
20193,영일특장,박종선,기계금속,충남,2027-04-26
20194,우신정공,이태균,기계금속,부산,2027-04-26
20195, 포스텔,한상엽,기타,충남,2027-04-26
20196,소닉스,손영곤,전기전자,충남,2027-04-26
20197,동양팬 ,정영석,전기전자,인천,2027-04-26
20198,삼미금속,김경남,기계금속,경남,2027-04-26
20199, 디오티스,박경철,S/W,서울,2027-04-26
20200,애드테크,"박기용,박정원",전기전자,경남,2027-04-26
20201,엠로,송재민,S/W,서울,2027-04-26
20202,서울샤프중공업,이아름드리,기타,충북,2027-04-26
20203,태양3C,황창순,전기전자,강원,2027-04-26
20204,동우테크,서동하,화학,경기,2027-04-27
20205,무진메디,윤태종,바이오,경기,2027-04-27
20206,비나팜,최종태,전기전자,경기,2027-04-27
20207,와이제이스틸,김진욱,기타,경기,2027-04-27
20208,원준,이성제,기타,경기,2027-04-27
20209,지엘에스,조상열,기계금속,대구,2027-04-27
20210,캐럿글로벌,노상충,기타,서울,2027-04-27
20211,티에스테크,김영민,환경,서울,2027-04-27
20212,베스텍전자 ,김상철,전기전자,경기,2027-04-27
20213,세원푸드,송정근,식품,경기,2027-04-27
20214,포스인 ,김명상,전기전자,경기,2027-04-27
20215,한창기술,남궁성원,전기전자,경기,2027-04-27
20216,제이솔루션,이승룡,전기전자,경기,2027-04-27
20217,온돌라이프,박명숙,기타,전남,2027-04-27
20218,다윈프릭션,조정환,기계금속,인천,2027-04-27
20219,승일테크,김수미외1명,기계금속,경북,2027-04-27
20220, 제이에스케이,조오식,기타,경기,2027-04-27
20221,득인기공,권오광,기계금속,경북,2027-04-27
20222,램텍,김영철,S/W,서울,2027-04-28
20223,하나룩스,윤정주,전기전자,광주,2027-04-28
20224,볼코리아,김상헌,기계금속,경기,2027-04-28
20225,시그젠구루,김영진,정보통신,경기,2027-04-28
20226,엠더블유네트웍스,성민욱,서비스,서울,2027-04-28
20227,제이패스너,임지영,기계금속,경기,2027-04-28
20228,토탈이엔지,임철주,기계금속,경기,2027-04-28
20229,사릭,고재곤,기계금속,경남,2027-04-28
20230,세종기획,위강복,기타,서울,2027-04-28
20231,월드튜브,설경숙,기계금속,경남,2027-04-28
20232,에코디자인센터,"배규한,이정아",서비스,부산,2027-04-28
20233,화요일,정수득,S/W,경남,2027-04-28
20234,케이텍플러스,조벽래,기계금속,부산,2027-04-28
20235,어헤드원,이광배,S/W,서울,2027-04-28
20236,에이티랩,김영택,화학,경기,2027-04-28
20237,인터맥,천성관,전기전자,울산,2027-04-28
20238,동림푸드,김형익,식품,강원,2027-04-28
20239, 태형산업,김위구,기타,경남,2027-04-28
20240,유니테크산업,이민기,화학,경남,2027-04-28
20241,JCS몰드,전진오,기타,경북,2027-04-28
20242,대광화공,김종배,화학,경남,2027-04-28
